Text,Star,NEW_COLUMN
"Still regressing. The discovery articles are trash, again. Still can't swipe away, now get suggestions that sometimes a year old, and now there's not even a more option at the bottom or anyway to refresh them. Thanks dumbasses",1,0
Day by day get worst worst worst,1,0
Its crashing very frequently,1,0
The new button layout is very unproductive,1,0
GOOGLE STEALS ALL,1,0
Very poor application,1,0
Bekar,1,0
Wrost app,1,0
I don't like,1,0
Democrats... geeez!!,1,0
Very bad,1,0
Valo,1,0
Won't open for me anymore,1,0
"The grouped tabs option is weird, please change. Also, Chrome taking up 2.2 GB of phone storage looks strange.",1,0
Rt,1,0
بد,1,0
Group tab app crash :/,1,0
Not everyone needs tab grid,1,0
"I can't access to downloaded files. Actually there are 2 download locations : emulated and internal, and Chrome set the first as default. No SD card inserted.",1,0
I hate this app because this thing automatic remove download well i delete this stupid app,1,0
I want to opening it,1,0
Xxx,1,0
Bakwas,1,0
Bad app,1,0
"I've been using chrome for decades i guess but now, for some reason it keeps crashing.",1,0
Thx for the tabs,1,0
Disable this crapware,1,0
Doesn't work properly and stop again wait and report written on it,1,0
Taking Huge space,1,0
Tabs keep disappearing,1,0
Alot of problems on my GOOGLE 4A compared to Firefox,1,0
Ghh,1,0
Am not satisfied,1,0
Site sucks never loads bullahit app,1,0
"Please give me an option to remove the tab groups and go back to previous UX with one list. You just made my life way much more complex, i cannot find the tabs i need...",1,0
"Why the phuck can I not go to bookmarks anymore, this app is becoming a laughing stock",1,0
So many bugs no matter which phone I use,1,0
Free mb,1,0
"Could you get the app fast as before it take a long time to open new tab .. you know that ???! The app is extremely slow mannnnn, perhaps you understand !!! Plus make an option to name tabs group",1,0
I have done no ubdet,1,0
I can not delete virus,1,0
Best,1,0
New tab system is annoying. Please enable duet chrome tab again. Please ! Also please stop changing the UI again and again.,1,0
Why show adults pictures this aap I wana search somting and show adults pictures don't show me against I wana post social media.,1,0
Pop ups are like a virus with chrome,1,0
Has not protected me,1,0
Babn babn,1,0
Not loading..🤷‍♂️,1,0
"Stop auto refreshing all tabs I lost my all data. In conditions like forgot otp, Google forms, other forms which need more information to fill in it. All going to erase & the page is refreshed. Stop refreshing facility please.",1,0
By,1,0
This page uses too much memory so chrome removed some content Annoying more than useful ease fix it,1,0
"Dark mode isn't working anymore on any page except the home page, and Chrome Canary is no longer working in dark mode either. Light mode is way too bright, and as someone with autism, it's causing so much sensory overload trying to make simple google searches that I'm thinking of finding a different browser. This is a very sudden issue and I can't find any help for it.",1,0
Bad experience,1,0
Make some look as though my phone is not running Android gateway for malicious vicious apps to be installed on Androi,1,0
It's complicated...on purpose I'm sure ....a little awareness as to where we ought to be setting our phones would be very much appreciated?!,1,0
Not like safari,1,0
Unable to download on galaxy s9. Have tried many times 😒,1,0
Can't get in app won't let me log,1,0
Ssr.,1,0
Ok,1,0
It kept freezing,1,0
Lindy app 👎😰,1,0
Dont like it im getting ads/promotions I didnt ask for.and i cant delite them bad very bad.,1,0
Porque nao consigo atualizar?!,1,0
disgusting app now,1,0
Nothing better.,1,0
Screwed up! It's constantly signing me out. Calling this app 💩 is being generous,1,0
"The new tab system is very troublesome, can I make it back to normal?",1,0
Please stop sending messages that contain ad,1,0
Download failed just in end of it completing,1,0
You tubu,1,0
lkod,1,0
Any page that found that may help when I open the page it's a sorry this page cannot be Found. Not a lot of help,1,0
Won't download,1,0
Been fine up to now but the last couple weeks it's been horrible. Cant do anything with it. Am hoping they fix it soon!!,1,0
😡😡😠😠🤬🤬,1,0
Super,1,0
App not working,1,0
Too slow in laptop.,1,0
As,1,0
1/4 star still to much !#%@&!!,1,0
Worst app,1,0
I don't like grouping of cards. I switched it off with the flags but it turns itself on again. Let me decide for myself what I like.,1,0
Reply,1,0
Hangs always,1,0
There's no parental guide,1,0
Wq you o,1,0
App is not Working,1,0
Nice,1,0
Not responding at all.. this app sucks!!!!!!!,1,0
Me gusta,1,0
Chorume barawsar opaen,1,0
Bad,1,0
Bad,1,0
1aa,1,0
Very bad performance,1,0
Not secure,1,0
Why do I have a option to find black owned businesses but nothing for white owed? Go that route and see how people take it!,1,0
Ekdam bhangar,1,0
"1. New tabs are afwul. 2. Can't make long screenshots with my Samsung phone anymore, only in Chrome.",1,0
Hate the new tab view!!! I should have the option to select the view of the tabs and not just have it selected for me! Change this back or at least give me the option to select it myself.,1,0
Drains to much battery.,1,0
Ok,1,0
Worst app ever I m fed-up of its worst download speed sham on makers🙄,1,0
यह अपडेट क्यों नहीं हो रहा हफ़्तों से लगा हूँ,1,0
This is bad app,1,0
You can no longer sign in to YT or google services w/o signing into chrome.,1,0
Bad app this,1,0
Download faild problem ! Fix it,1,0
"Nobody asked for tab groups and now that we have it nobody wants them. They don't do whatever it is the designer thought they would do, and they take up screen space while scrolling up on sites. Stop it. Get rid of them. While you're at for the love of God kill AMP.",1,0
"I hate chrome, it gets 1star because zero is not an option",1,0
Takes 5 ever but it's having help right L S,1,0
Worst experience..,1,0
য়ের সাম ইভল,1,0
I am facing prblm,1,0
The heck happened,1,0
Super,1,0
Ok,1,0
I cannot get this to load on my phone.,1,0
So many sites get error,1,0
"DON'T TREAD ON ME!!! 😡 Frickin' Google forcing their Socialistic, Monopolistic, COMMUNISTIC B💩 on THE WORLD! FÙ©k U Google 🤬",1,0
Always freezes and I don't support those who need with free speech,1,0
Bad,1,0
Bilkul bakar ha apps bhout jaldi ya apps hank karne lagta ha aoor ubdate Kar rha hu to ubdate bhi nhi ho rha ha,1,0
Nice app for us guys 2,1,0
There use to be no problem w chrome now it won't even work 😒😒im very disappointed with it,1,0
It's most wonderfull,1,0
keep getting threats threw notifications saying virus or we going to lock up your phone soon which is very rude,1,0
Why not working the slove verification captcha,1,0
"New features are horrible, can't navigate properly. Please roll back",1,0
Bad,1,0
I DONT WANT AUTOMATIC GROUPING OF TABS. IT JUST ADDS EXTRA STEPS TO GO BACK TO OTHER TABS. ATLEAST PROVIDE THE FEATURES TO TURN ON/OFF IN SETTINGS. 😡😠,1,0
Better,1,0
It is very nice application the application developer unless you delete them,1,0
Sassa,1,0
Spying app,1,0
This app is the worst app i ever used first you can't play any video in this app during calls second there is no background play and third i have to see this nonsense every time i scroll to my apps,1,0
I Hate Google.,1,0
Thanks Best Western Union Bank LTD for you and broth and Jell-O salad for lunch tomorrow,1,0
The mandatory new grouping is not comfortable.. should have left newtab option with multiple windows.. pls let me know how to revert back to old version,1,0
Ok,1,0
Please remove the group tab feature,1,0
"I don't like the grouping feature. If I want to open a link from a pre-existing tab the only options I get is to group the tab or open in incognito. The little tab at the bottom that pops up if you do decide to group your tabs is also annoying, as I don't like it when things take up space. Please fix, thanks.",1,0
"When playing games 3hours my phone not get heated but using Chrome for using 30minutes its heat up my phone fastly, drain battery fastly",1,0
Card view was much better! I definitely need it to be returned,1,0
When touch search bar app automatically switch off,1,0
So poor work it,1,0
Bad pic send . children's are showing,1,0
Worst!,1,0
You sent me a corrupt email by linking it to my new third phone and I lost my internet. Can't make calls. It's dropping calls more now so I know I am about to loss another phone. I have repeatedly asked you for help. Erasing my email won't fix it either. Because I have tried. I have bought three phones only to have you send me link to to a hacker. Plus they got into my bank. Thanks.,1,0
My google chrome was not working,1,0
XXXXXXXO,1,0
I cant see my downloads when i open my storage .I need to know WHY!!.ITS SO FRUSTRATING,1,0
Gif Previews while at google image search is broken.,1,0
Bad,1,0
❤😙,1,0
please fix the tabs. I hate the new tabs. Better give back the old tabs:),1,0
ज्ञानेन्द्र,1,0
What is the problem with my phone and data going so slow a . ..bout my adult video not children,1,0
Desagradable,1,0
KAKA SINGH. . .,1,0
Previous version was much better,1,0
"First time ever I have to change the browser from the Chrome on mobile device. The tabs, suggestions.... did this even went through quality control?",1,0
"Google, stop making useless changes! The tab page has been significantly downgraded and is no longer friendly to use",1,0
Very bed,1,0
"It's started asking me if I want to open links in chrome or apps I don't own when clicking on links. There is no selection to remember my choice and is just an annoying pop-up that gets through the pop-up blocker. Taking off another star. When long pressing things you can no longer open in another tab, only a tab group when requires more clicks to navigate to than before.",1,0
Very poor,1,0
Website not open why,1,0
Why is it showing download pending? It is already downloaded. And there is download option. But it is already downloaded.,1,0
Slow working I am not interested in Google very disturbance,1,0
It uses so much of my battery in the background even though I've turned it off. I've tried everything and it's still sucking the battery life,1,0
Bad,1,0
Verry verry Bad app,1,0
I don't understand why am getting messages from unknown apps I always block but other ones come again 😐😡,1,0
What kind of moron have decided to change tab view?,1,0
Video autoplay for sites like Twitter are messed up. Getting a blank white screen unless I switch to fill screen.,1,0
Vorest,1,0
I'm not pleased with the way the manipulation of this phone I supposedly won. I am very disappointed and do not want to be bothered with this app anymore!!!,1,0
Malware on my chrome,1,0
I have looked out on my phone as a security I came with the phone and it came up and gave me a red flag saying that Chrome is a vulnerability fix immediately it's the only one that said that about so I'm deleting my Chrome I'm using brave now,1,0
Faltu browser for phone,1,0
Bad is full of virus,1,0
Very nice 👌👌😊👌👌👌👌👌👌👌👌👌👌👌👌 you have you,1,0
No se ha dejado descargar,1,0
Whoever approved the new UI changes definitely forgot to check UX. 0 rating on the New UX.,1,0
Google is always safe,1,0
God is grt,1,0
"Buggy as of Feb 2021. Many sites don't work or the app freezes. Took away desktop mode before you ask for a web page when adding a new tab so sites send you to Google play store and they don't give you a chance to use them in desktop mode, New bugs especially in page organizing functions. If they fix all the recent bugs created in the past 2 months & had the ability to save websites to view later or open in the background like Firefox it would get 5 stars",1,0
Can't upgrade since last 8months,1,0
"Grouped tabs on a phone, I love having to squint to see what used to be easy to flip between. And no way to turn it off.",1,0
Byd,1,0
.. .,1,0
My l know to remember to back and minds it allegedly is fruad from Chrome a delay.,1,0
Hot,1,0
Worst app,1,0
Very baad,1,0
Can't play,1,0
Faltu,1,0
Very bad,1,0
Garden,1,0
Not working,1,0
Tab setting are very bad...,1,0
No plugin support or no developer mode,1,0
Wrost app,1,0
👌,1,0
Always frozen... I've clear app cache and data about 20 times but search something in the address bar it is still frozen...,1,0
Bad,1,0
Poor,1,0
I don't think i'm coming back. You've all had an entire year to fix all these bugs that others and myself have been pointing out and what do we get? It's our device.,1,0
World most wrost browser,1,0
Slow speed,1,0
Fuak you,1,0
Im very upset with the Salt lake city postal service witch ever one tends 2830 west 700south salt lake city 84111 i had bought a money order at 711 and sent it to Mesa county Treasurer .340.00 they never got it this ws back in 03/02/2020,1,0
My phones no sure,1,0
Does not work. It's a joke and a waste of time,1,0
Unable to upload something,1,0
Didn't work properly.,1,0
Will,1,0
Way too many stupid notifications Chrome sucks,1,0
"Get rid of the tabs! Looks like the people at Google who design the GUI for the Chrome browser have never heard the saying, ""If it ain't broke don't fix it."" I was just fine with a list of tabs to flip through like it used to be up till a few days ago. I don't need mini views of each open page to remind me what I've been doing - I'm not an idiot - and I definitely don't need a piece of my screen real estate taken over to show me what tabs belong to the group. This is a ""feature"" no one needs.",1,0
The chrome disappeared from the wallpaper for no reason and I got no way to uninstall and reinstall it 😤😤,1,0
I I,1,0
Nice app,1,0
The new tab layout just makes things confusing,1,0
Please go back to the old tabs system . The new one is so messy and horrible. Tabs in tabs is the stupidest idea ever,1,0
Xxxvideo,1,0
Tuju,1,0
Why slow speed when i some thing stream,1,0
So terrible!It's so laggy and so insufficient!And it takes so much storage space just for the app!I used to like this app in the past but now? It's only a burden!TRASH!And what's more terrible is I can't uninstall this because it's one of my phone's system app!So useless...!,1,0
Not install redmi note 8pro Mobil,1,0
Cant believe that I cannot change the way for creating a new tab. I want to use the old version because it is easy to open website in a new tab than this current version. poor App and now I cant stand anymore. Bye google chrome.,1,0
"Download remove after removing tab from recent. chrome should fix this, it should be paused on removing tab",1,0
Very bed,1,0
Nonsense,1,0
Not fast,1,0
Its not working in my tab,1,0
New way to close open tabs is so annoying,1,0
Help,1,0
Wont even install. Has been trying to install for days and continuously freezes. Pretty dissapointing.,1,0
Bilalalali1212@gmail-com,1,0
Crashes,1,0
"Wy is my chrome app crashing, does not down load anything. It closes by itself soon mad",1,0
Awful browser 🖕🏻,1,0
Please add dark mode like samsung browser,1,0
Google chrome sucks. Not user friendly. COPY CUT SELLECT ALL MENU DOES NOT ALLOW BROWSER NAVIGATION... IN THE WAY..,1,0
S,1,0
Group tabs feature is really a bad idea. Please disable this feature as default. Ugh.,1,0
"The last few days it wont load at all, never had a problem before, its frustrating.",1,0
Keeps closing all the time. Completely unable to use application Highly inconvenient,1,0
No vry nice 🙄,1,0
To many posted,1,0
ANNOYING!! WHY HAVE YOU MADE CASTING IMPOSSIBLE???? IDIOTS!! FIX IT!!,1,0
Ok,1,0
"How to disable tab groups: Open Chrome Type, ""chrome://flags/"" Search, ""Tab Groups"" Disable results. Profit.",1,0
No fast response,1,0
"Slow,does not work properly",1,0
Awesome,1,0
Automatically open tab,1,0
It won't load. ://,1,0
Tracks every move you make.,1,0
Not cool,1,0
Very mean,1,0
Not satisfied comprismed accts&emails without my consent dont feel safe reported many times. Alledgely,1,0
Sos.me.sex drugs rock?roll. Oops.,1,0
Nice,1,0
Haggling problem,1,0
my downloads keep on giving errors ..its so annoying,1,0
It worked great but for some reason there are days it completely crashes and I can't use it! So i have to use other browser apps that don't have any of my bookmarks and tabs that were opened when chrome was working!,1,0
Glitch problem,1,0
I hate the new default tab grouping.,1,0
New version with group tabs sucks,1,0
Need improvement,1,0
This aap is worst of all time Why is this app in my phone.. I want to to delete this app form my phone * 😁😁,1,0
"Typical Google product, whether for desktop or mobile, if it doesn't want to run, it just does not tell you why so repeated clicking is a frustration. Plus you have to dig deep in the computer to remove it completely.",1,0
Very slow,1,0
Not intrested in these games,1,0
Nice,1,0
Rahul Thakur,1,0
Diditol,1,0
Paused downloads are not resuming...when i do it...its is vanishing...and starting it from first point... worst feature...,1,0
Worst app,1,0
🤬,1,0
Bed experience,1,0
Iam now uae not concting,1,0
Right Now It's A not usable App,1,0
"I specifically remember asking Google for help due to my information being stolen and I asked for a"" security key "" I ended up using the one that is built in to the phone, however when I had to factory so now I cannot get it to my Google account and reset it, I guess I reset the security key too ALL OF MY PERSONAL DATA AND INFORMATION IS IN THE ACCOUNT,, MY NAME AND SOCIAL SECURITY NUMBER ARE FLAGGED FOR IDENTITY THEFT, I'M SAYING THAT I WILL File a claim against Google ,",1,0
see,1,0
for android its chrome,1,0
Just disgusting,1,0
Heart of 6 mobile,1,0
Very worst app,1,0
Ooo,1,0
My website is bookmark star icon click but not show site on bookmark folder why,1,0
Why you ban porn🤣,1,0
Change the tab process back to the previous one please!!!!!!!! The new tab process is terrible n highly inconvenient,1,0
"This is just spam,",1,0
Bad app services,1,0
Bad experience from chrome,1,0
Helpfull,1,0
Bad i cannot open my you tube,1,0
👌👌,1,0
New grouping tabs design is awful,1,0
Why have you made this worse with the tab groups. Change it back or at least have it as a setting.,1,0
Wirst,1,0
This sucks very bad,1,0
Hjj,1,0
Idk,1,0
Waste,1,0
Not intrast,1,0
"I despise the way the tabs were changed. So inconvenient and clunky now with ""groups"" and whatnot. It's bad enough I am going to switch to a different mobile browser.",1,0
Worst,1,0
"Quit moving the navigation around, its annoying. Edit: More unintuitive navigation changes. In most cases ""Open in new tab"" is gone but instead they left ""open tab in new group"" which is a useless feature if you cant also open it within your current group",1,0
NET slow,1,0
Microsoft gang forever 😤💙,1,0
"for every search google translator pops up, even though the page is in English, Worst and annoying, it's like become like a Ads, all the time i have to close pressing ""x"", fix that or do something...",1,0
Bad version 😔,1,0
