Text,Star,NEW_COLUMN
Pubg,5,0
Download nh ho raha new update What is problem,5,2
bad,1,0
Nice,5,0
Nice app,5,0
Good,5,1
Update failed.,1,2
Good but kabhi kabhi mere phone me Google ka koi bhi site nahi khula,4,1
Yas,5,0
Nice,5,0
Fantastic app,5,0
😍😍,5,0
Too slow,1,0
Awesome,5,0
Must,5,0
This new update is not good. In this update it shows different page groups that really create so confusion. The previous update was comparatively good than present one. I am so disappointing.,5,2
I a I am sorry I am sorry I am trying to type better,5,0
"_>=¥😘 【>>_●>>=_●=● 😘>_😘【>_> ●>√😘 > 😘=>😘°🙅.5.. . ।।।5।म ,ममर्म44 कमt।।म5।मम।4।म4जम्मू।5।4म।म4म।।। क।5।4 ,,।5😢 5 👍.₹😢५ ₹ ?👍.👍 ●<>●😘>🙅_>5. 4।4।र।।5।।।।4।5।।।।म5म4म।4।क मम।5मम6मम"" .😢₹4_>>>>😘●😘=_>>=_>●>_><>【● ¢🙅>_>==●===●😘>😘🙅__ >₹.= .4 ""4 .५..😢5 "".😢😢"" ₹👍₹₹😢₹₹55. 😢5 ? ₹😢₹4६ ₹,😢 5.४4,4.><=>_>_ =😘●●●●=●+●===🙅=°_>¢◆=_<>¢_ 😘°=_>°>>😘_>>●_😘>●🙅=🙅●_<>__>😘_¢>>_∞>_>>😘_> ● ●●◆===●😘🙅🙅●=●=_< ●≠_<>£= >🙅¢>【<_>【😘● 😘= 🙅>●=●=_>【😘●●😘>_>😘_>==>°🙅=_ >>>=>😘=● 😘 >😘+>=●●5",3,0
Doesn't get updated,1,2
Better,5,0
Unable to update the app from last one month and browsing is been very slow.,1,2
Its not responding to my request when I am searching or visiting a link. Please fix this. Thanks.,1,0
"For last few days update available but i can't update app, when i tap update it's not starts what is the problem happening with this i really don't understand make it fix as soon as possible",2,2
Good experience ☺️,5,1
Mu chrome isn't working for a week...trying restarting my mobile tried updating i cant update ..what to do,1,2
❤️,5,0
Daddy John heand,5,0
Vry bD app,2,0
Good,5,1
Pls...Google tell me the reason why I m not able to update Google Chrome??.. I addressed the issue last time as well... Its second time..I m asking you to fix it as fast as possible..as it is the only browser I use..,1,2
Good,5,1
😁,5,0
Good,3,1
Excellent!,5,0
Verry good,5,1
"Why is Chrome home screen populated with random list of visited page shortcuts instead of Bookmarks which it should be for? Where can I edit them? Also, Dynamic Color Gamut fails on my OnePlus6 device and causes slight flicker. Turning it off in Chrome flags fixed it.",1,0
Super,5,0
Good,5,1
We,5,0
Good,5,1
Google,5,0
Awesome thanks alot,5,0
a,1,0
"Always have to download updates from apkmirror, update from here crashes chrome! Update: Bromite is so much better, comes with ad-blocker too.",1,2
nice,5,0
NYC,3,0
Good,4,1
Its not working when ever i search some thing the screen just turns blank and google closes,1,0
Okk,5,0
Fastest network,5,0
Good,5,1
overall good..but everytime I face a problem when i play youtube video in fullsreen..many time dnt play in full screen yt video..pls fix this problem,4,1
Nice,5,0
Addictive,4,0
Bohot aacha app he,5,0
C a,2,0
Nice,5,0
Not updated my chrome,4,2
Video banane ka function,5,0
Best,5,0
Good app☺☺☺☺☺☺☺,5,1
Very nice,5,0
It is very smooth.,4,0
❤️,5,0
Nine,5,0
Sir ye app update nahi ho raha hain,5,2
Awesome,5,0
Chrome mobile app will not auto update.,1,2
Wawo,2,0
Worst,1,0
Super,5,0
Verry good,5,1
Excellent,4,0
Good,5,1
క్ష,4,0
Fine,1,0
Nyc,5,0
I love you ❤️❤️❤️❤️❤️,4,0
Awesome,5,0
The app is having issues. I can't use it. It works now i updated now.,5,2
More,3,0
Not getting the update version,3,2
Good,5,1
Big file and moives can not domlode the chrome,1,0
The app won't load anything and then it crashes and goes back to the home screen. Why?,1,0
👌,4,0
Vikrant RaZZ,5,0
Good,5,1
Very fine,5,0
Awesome this app,5,0
I want to grow my account,5,0
Umu,3,0
Great,5,0
Very good app but one problem download resume fall problem very big problem,1,1
"🌟 😡 Quando pausamos o vídeo para ler alguma coisa, fica um ícone enorme atrapalhando a leitura. Quando colocarem esse ícone exagerado em outro lugar volto a qualificar.",1,0
Chrome is not updating in my OnePlus 7 as I'm trying to update since from past 3 months,1,2
Good need to improve,4,1
Will not let me update,1,2
I want update this app.. But I can't its not downloading.... Its very bad thing for me... This problem is from many months. Plz solve this,1,2
t Thanks again Vietta how's your car doing well I hope you have a great day and I will be able and willing to help you out with the next steps for me to do that we need to get the update on the status of the order I placed the order on your way back to the office I will send you my email address to use it for you if you need anything else from me please let me know what you need from me to get you a copy of the order I placed the right number for you to call for the next couple weeks so I'm goi.,1,2
Google isn't safe,1,0
Good,1,1
When I try to update.. Unable to update fixed that issue asap,1,2
It's a very resourceful tool in a number of ways. It has improved a lot since I had my iphone11.,5,0
Better,5,0
Please help me chrome team Google chrome new update is showing in play store when I click on update the app is not updating please help me 🙏🙏🙏,1,2
It's really good for me,5,1
Best app,5,0
Thank,5,0
"Não funciona, desde ontem estou tentando utilizar para buscas e ele simplesmente trava, vim verificar se tinha atualização pelo menos, mas não, vou ter que encontrar outro Browser, porque não e a primeira vez, inclusive troque de celular achando que isso acontecia devido ao aparelho ser ""antigo""",1,0
Ok,5,0
Seriously helps very much on different aspects. On bookmark or on saving the sites in different tab. And always works swiftly if internet connection is properly available. For me this app is very helpful for my fon as well as for my computer.,4,0
"It's not updating to the latest version from the past months. Many user reported about the problem, but no response from Google. Don't know why. But I'm really angry 😠",1,2
Owsm,5,0
Chrome is not getting update i have click on update button but it get canceled immediately i have tried many times but same is happening. Please fix this!!,1,2
Verry good,5,1
Application not to be update,1,2
Good,5,1
Nice,4,0
My chrome dose not update please solve it,1,2
Unable to update the recent one,1,2
I didn't expected from Google to make a update which will crash the app every time.,1,2
Good 👉📱,5,1
Manik,5,0
Will not update,1,2
Good✌️,5,1
Constantly interrupts with pop ups.,1,0
Good 👍😎,5,1
It is not updating i don't know why .....,1,2
Good,5,1
Very good,5,1
Nb,3,0
Good,3,1
His HD 4th hh,5,0
It is not updating,1,2
Awesome,5,0
My google chrome is not updateing Plz kindly check the problem,1,2
Unable to update the application on Samsung tab a. Please help Google developer,1,2
Can't update the application,1,2
Best browser for web search,5,0
Nice,5,0
Good App,5,1
Google products are among the work of the creator himself in That we will need you all the days of our lives ) We Love You ... I Love You,5,0
My chrome is not updating,1,2
👌👌👌,5,0
Good,5,1
"I too man Can't update my mobile chrome My mobile shows update but when i click on the update option,its start processing but after 2 sec. Its stop What the problem man .. Note- my mobile is brand new POCO X3, so don't tell that the problem is in my mobile.",1,2
This is one of the excellent app I used ever,4,0
Update related problem,5,2
good,5,1
I updated just before 5 mins and its keep crashing. It freezes on startup and not able to any thing. It shows internet connection issue but on other side am getting continuous emails. Please fix.,1,2
This is the best search app I've ever seen,5,0
It shows desired results.,5,0
Good app,5,1
Not letting me update my app everything is up to date on my phone this is absolutely ridiculous,1,2
Since the last update app is not working please help....,1,2
Awaaw you a LITTLE more a Wa AND wwaEaa WA awaaaAa a aW,1,0
That not up to date time to time,1,0
Fast ever,5,0
Polichu,5,0
Mostly on tablet...ok,3,0
Nice,5,0
Good and nice,5,1
It keeps asking me to update Google Chrome and when I try it won't allow it.,1,2
Good,5,1
Very good application. Good job Google,5,1
"I've just accessed my apps and games library specifically to see whether I've missed an update; I don't know what's going on but I'm having a lot of issues with this browser - this is new, 3 weeks or so - I was beginning to think I needed a new tablet:- please fix the issues.",1,2
Best,5,0
Best app ever,1,0
I try to update but it will never get updated,1,2
I AM NOT ABLE TO UPDATE GOOGLE CHROME I DON'T KNOW WHY THIS PROBLEM IS OCCURING KINDLY FIX IT PLEASE,1,2
good,5,1
The app is very working,2,0
Want to use this because this is faster than FBLITE,5,0
Z W ee3 $-,1,0
Nice app,2,0
I want to update this but it is not update on play store i trying to long days,1,2
This is to bring to your notice to an urgent solution for updating the the chrome app in my mobile handset.  I am not able to update the chrome app through play store after continuously trying for several times.  Please provide an urgent solution for the same.  Thank you,1,2
Super,5,0
"My security, says to update, and chrome, will not update.",1,2
Gotit,5,0
Not able to update latest version..,1,2
TERRIBLE!!! CANNOT UPDATE APP!! THIS HAS BEEN GOING ON FOR SOMETHING LIKE 2 & 1/2 MONTHS NOW. FIX IT. PLZ. THIS IS A BIG PROBLEM FOR ME.,1,2
Gjb,5,0
Need job just thay dont use this one,5,0
Not updata chrome,2,0
Google is great on every aspect.,5,0
It says there is an update? But it will NOT UPDATE.... no matter what I do? What's going on Google? I rely on Google Chrome as my #1 Search.... Please get this FIXED!,1,2
App keeps freezing. So irritating. Cannot complete anything. Ven freezes typing in websites 💔🤬,1,0
"SUCKS!!! I say negative 10 stars. I can't even uninstall your screw up! UGH!!! Fix this problem, PLEASE?!? #GOOGLEwhatHAVEyouDONE #GOOGLE-FIX-IT #GOOGLEchrome #YouAreNotSupposeToFixItUntilItIsBrokenGoogle #Google",1,0
"I am unable to update chrome, I don't no why it's no updates so I 0",3,2
It will not let me update. It starts and then goes back to the same thing.,1,2
Nice,1,0
Good,5,1
Gd,5,0
Cool,5,0
Great,3,0
Not getting updated why?,1,2
My email was let out .. not secure,1,0
Very nice app,5,0
Good,5,1
Google ******,1,0
Faster than all other browser and secure.,5,0
I want to update Chrome browser but it cant processing,1,2
"It won't let me use Google chrome without updating the app, but then it won't let me update it! PLEASE FIX THIS ASAP!!",1,2
It's very bad app,5,0
"The update on 01/07/2021 makes Chrome run sooooo slow. And it closed out all of my tabs. And restarted all of my log ins, so I have to go through getting Chrome to leave my log ins up on each page.",1,2
Habu TV’S,5,0
Habbi,5,0
It won't update.,1,2
Computer,2,0
superbe jadore,5,0
Fails to update,1,2
Gud aap,5,0
Well,5,0
Very slow development,1,0
Good 👍,4,1
Not Update,4,2
Superb,5,0
Nit abke to update... Tried more than 100 times Can somebody help,1,2
Nice,4,0
Very helpful to know the medical field.,5,0
Never gets updated,1,2
Fast,5,0
Still isn't lóadíng data,1,0
Good,5,1
better than other apps,2,0
Good,5,1
Nice,5,0
I am okk,4,0
Google for god sake i cant update my chrome. +i cant even watch p*rnhub >:(,1,2
Problem for downloading,2,0
Good application,5,1
Helpful,5,0
"I've been unable to use Chrome for the last 3 days, because it either crashes immediately, or I cannot type a thing in the URL or search bars.",3,0
I love this app,5,0
Unable to update on my oppo a9 2020. I uninstalled previous updates and tried to clear all data cache of google play store and chrome. Still it is not updating.,1,2
Nice,4,0
Good,1,1
Starting to hate this browser. These new updates are terrible. You guys had the best UX design... Where are my tabs? Why are all the settings and options buried now... What is going on here...,2,2
❣️❣️❣️❣️❣️❣️,5,0
Please update my Google Chrome app Please help,1,2
:؛,5,0
Ok,5,0
Gd,5,0
Good,5,1
"A bunch of jumping around foolishness, For distracting people for its own shananagins. Is that acceptable. This is for others on my phone. Whisper next time. Not time helpful to me. Yet they arent very smart with their comments. Shhhhhhhh",5,0
Ll,4,0
I love going on the internet!,5,0
Well worth,5,0
It keeps telling an update is required but when I click update nothing happens? If anyone knows why please let me know as this is a brand new phone today so don't know what to do,3,2
"What's wrong with Chrome new, the app won't update.",1,2
Why can't I update chrome to the latest version in my redmi k20 ? Is it a bug or anything else ? Please fix it .,1,2
I love app,5,0
HDBillal,5,0
Why is it not updating?,1,2
"What the heck happened to Google Chrome???!!! It used to be awesome just two days ago, and now it seems like a trash. I can't update it or download anything by using it. Please fix this early so that it can be useful like it before...",1,2
nice,5,0
Slow work,1,0
Le,3,0
Very good,5,1
I can see it anything from a goole,1,0
Baiju,5,0
"Google's team censors people who have a conservative viewpoint. If you don't think/act like they do or believe in the same politics, they ban/block your content.",1,0
Good,5,1
Not well,1,0
good,5,1
Good,5,1
I can't get out of here! Help!🥺🙄,1,0
🤔😘🤩🥰😍,5,0
Good,5,1
Not update,1,2
Excellent,5,0
Very useful apps,5,0
Very nice,5,0
Gg,5,0
Great app,5,0
Yevt,1,0
😍,5,0
It is unable to update from last two months,3,2
Its a fantastic app,2,0
I can't update the chrome,1,2
Still an awesome experience after many years. Kudos,5,0
Its pretty quick.,4,0
I am unable to update this app from past 2month.,4,2
No update no nothing... Why not you reemove this app from playstore... Update or reemove...,1,2
How was this updated when i have the auto updates turned off? And now it keeps crashinh several times a day.,1,2
Bad,1,0
Unable to update,1,2
Nice work,5,0
"Since the last update, I keep getting weird ads that interrupt my use of the browser and other apps",1,2
Last versions,5,0
Not,2,0
Nice,4,0
Vety good,5,1
It wont update help!!!!,1,2
Bad,1,0
Chrome is very good and fastest app. I am very happy for this browser..👍👍,4,1
App not support,5,0
Nice,4,0
Very bad,1,0
Good app.,5,1
I cannot update the chrome. It has some issues. Please resolve it for me.,1,2
Good,5,1
Nice,5,0
Unable to update. The app was working fine before the last update. It notifies me every now & then to update but when I click on update nothing happens. The notification vanishes to come haunt me again. Pls fix it.,1,2
Best parformens I like very good aap for chrome,5,1
Super aap,5,0
I cant even update the app on my phone how funny is that. Everytime i hit update it starts and stops instantly. What a Joke.,1,2
Great,1,0
Very very good application,5,1
i am not able to install update of this app from google play Store help me to update app,3,2
Bad n lowest,1,0
[waiting] chronosomes hourt enuf nui,5,0
Good,5,1
Good,5,1
Very best,5,0
Not sure.,4,0
Guuleed,4,0
very good,5,1
No update,3,2
Because everything his her..,5,0
Works. But home page news article and other suggested content should have options to hide. I will enable it if I want so see don't force it on me,1,0
Not update chrome,1,2
Good,5,1
App doesn't even update just like all the previous responses since Dec roll-out,1,2
Very nice work crome is doing,5,0
He is a good app,1,1
Slow Internet download speed even my internet is stable!,1,0
Please fix! Updated yesterday. Touch sensitivity is now too high. When scrolling it clicks on things I don't want to. My screen is clean and fingers are dry.,3,2
Super,5,0
Good app.,5,1
Informative and useful,5,0
Nice,5,0
"Won't run crashes on startup, excellent testing there 🤔",1,0
I just explained to you,4,0
Very slowly run,5,0
Won't update android 10,1,2
Very nice i really like this💜,5,0
Superb,5,0
Asom ilove it,5,0
Great,5,0
Good app,5,1
Jubardast browser,5,0
Very good Brouser App,5,1
It's not updating,1,2
Very good aplication for nokia2,5,1
It's alright 👍,5,0
😍😍,5,0
It never gives our search result and always says chrome keeps stopping.,1,0
Since December 7 I'm not able to update chrome.,4,2
Restart tab again and again,5,0
Works nicely its awsome much better than safari.,5,0
Don't know it is not getting updated even after clicking on update button.,1,2
Horrible UI,1,0
Good works,5,1
Very good,5,1
Beautiful 😘❣️❤️,4,0
Good Quality,5,1
Best app....,5,0
Okk,5,0
Good Browser,4,1
Guy! J,5,0
Very good,5,1
🥰😍,5,0
Good,5,1
Avreg,5,0
Nice,5,0
Ugrand uchrome lenombolo iyathesa,5,0
"I'm disappointed in Google to removing conservative apps, blocking conservative news. They have become true communists like China. Im removing everything Google! and I'm going to encourage everyone I know to not use any Google apps anymore. Get ready Google, we the people made you, we can destroy you.",1,0
Good,5,1
Downloading music nd vidios through y2mate,5,0
Everytime I got update I can't update don't know why plz fix that problem,1,2
Greatly improved from the last version,4,0
İs the best.,5,0
good,5,1
you're helping me to keep people from trying to steal any information from me and I thank you all so much please continue to help me God bless,4,0
Than`s for ur goodness.,5,1
Ooo,3,0
Nyc,5,0
Halpfull websaid or amazing,4,0
Ok,3,0
Good,5,1
Good,5,1
I love it,5,0
👌👌👌👌,4,0
Fine,5,0
Update nahi ho raha,1,2
خیلی عالی,5,0
new 2021,5,0
This app is not working for me. Everytime i open notices it stays on the same site. I dont understand it. Its stuck on the same site. I uninstalled and reinstalled and still the same. HELP?????,1,0
Thank You For Google Chrome It's 100% I Love All My Apps babykittnn01@gmail.com,5,0
Updated issue,1,2
Good,5,1
Good,5,1
"Terrible App! I'm Having a same issue! When The Video At Youtube Is Not Working at all, That's Why I'm telling you! I have to restart the IPad for the whole time, Nothing happens! Still Loading On The Video For A Split Second And Disconnected The WIFI! I'm So Sad For Today! Please Fix This ASAP!",1,0
Slow,3,0
Good,5,1
Good,5,1
Not updated app,1,2
Unable to update chrome,1,2
Nice,5,0
ok,5,0
Good working,5,1
Nice,5,0
Gud,4,0
After updating this site is not opening,1,2
Unable to update.,3,2
Love,5,0
Blue film,1,0
Bas,5,0
best experience,5,0
great,5,0
Pathetic,1,0
This app is not updated. Since so long...,1,2
Very faster,5,0
Debasis Subhajit Banasri Bera 123456,5,0
Not able to update this application .. pls help..,1,2
Good,5,1
Yolk l,2,0
"The only, and best browser app. 👌🏼",5,0
Good,5,1
Good working,5,1
Kashif Khan,5,0
Nice Secure,5,0
NYC,5,0
"I am Google, my life seems to revolve around the applications. The ease of moving across the information makes things seamless.",4,0
Lcpl (eol7 roux put pad d eddy x,4,0
Good,5,1
Is good app,4,1
Excellent,5,0
Good,5,1
Its good engine,5,1
Nice aap,5,0
Good,5,1
MDMAZHAR Video,5,0
Perceptible 💛,5,0
Unable to update Chrome from last 2 months..facing issue while updating it..Also not happy with the performance of the browser..,1,2
"I am unable to update chrome, but there is a available new version, whenever I started updating, all the Apps get updated but google chrome stopped automatically 🥴",3,2
Fantastic,4,0
Alls the best,5,0
bubo,1,0
Why this app can't be updated for a long period of time on my Samsung Galaxy A30. Please fix it soon as much as possible.,5,2
Great thanks,5,0
not updated for long time in my device,1,2
Excellent.,5,0
Good,1,1
google thievery enabler. use firefox or firefox focus instead.,1,0
Very very nice app,5,0
App update nahi ho Raha h what can I do,1,2
Uuu,4,0
Drugs and alcohol,5,0
Ok,5,0
Imaging app for all types of works....,5,0
"Not a good app , problem facing in downloading,,very disappointed from google",1,1
I am trying many time to update my google crome but google crome not update improve this problem,3,2
"So sad I have not been able to use this app, it simply would not open any page. Has been blank for how long now!",1,0
Super app I like this app,5,0
Unable to update,5,2
Nice,5,0
واقعا عالیه,5,0
It sucks. Hate all the pop up adds.,1,0
Nazis,1,0
Bickey rawat,5,0
Easy to use and it's all rounder,5,0
Good & fast.,5,1
Good,5,1
Since a month I am not been able to update this app. I have tried many times. I don't know what the problem is.,1,2
It's not updating 🤔,2,2
Nice for search,5,0
Super,4,0
A app good working,5,1
Updet problum,1,0
Ok,5,0
Ol,5,0
Wonder ful,5,0
Excellent,5,0
Excellent,5,0
Nice,5,0
Hi never have Google before but would like to see what's on what people say about me I love the Lord with all my heart and he's taking care of me day by day praise the Lord My husband and I had really New year's baby in 1959 January 1st was born about 7:00 in the morning and weighed 7 and 1/2 lb beautiful beautiful baby,3,0
Good app,5,1
Fi,5,0
Nice application,5,0
t sv.,5,0
Best forever,5,0
Nice,5,0
Great high speed,5,0
I use it on my desktop and like it on the tablet. .,5,0
How can delete me chrome on my phone Tell me please,1,0
not bad,5,0
Helpful,4,0
"Not able to update this, kindly need help. All other app had been able to update...",5,2
Performance sucks!,1,0
Very good,3,1
I pleased with Google!!....,5,0
Cannot update and search...,1,2
ok,5,0
Nice,5,0
demonchild_bang666 big black dic,5,0
Good,5,1
UrOsHiNo,5,0
DETECTIVE AUTHOR COPYRIGHT NOTATY VICTIMS HOME COPS MURDERS ERS LUNDGUYS REALASTATE MQCUAID GOV ENSLEE SPYS MILATARY HELP MECHEILLIE KIM IRON CURTAIN S .,5,0
Chrome is verry bad aap q ke ye aap update nhi hota h,1,2
Mst,5,0
Good,5,1
Awesome 😊,5,0
Love it,5,0
There is an update available but it doesn't run.,1,2
not sure...,5,0
Unable to update,1,2
Very nice,5,0
Nice,5,0
Good app ................,4,1
Great improvements,5,0
napakabagal mag update punyeta di aq makanood porn,1,2
"I am not getting New Hope West in Eugene Oregon live stream January 10, 2021?",4,0
Trash,1,0
Good,5,1
Great,5,0
"I cannot update the app. It won't let me. I hit update and neither this app or Android system webview will update. It's annoying. Sometimes I can get them to update by clearing cache and force stopping, but it isn't working now. How do I fix this?",3,2
Unable to update chrome.,2,2
🏜️🏜️ u . But y CT,2,0
Nice app i can saying ke ap sab log use kar ra ka roo,5,0
It's crach a lot of time,1,0
Won't update,1,2
Developed and different types use,5,0
Nice,5,0
Very Good..,5,1
Bit slow for a 5g phone,3,0
Chrome Still not updating nor is system view update.,1,2
I have problem on updating this app,1,2
So good,1,1
Neat,5,0
Good,3,1
Please update my chrome,1,2
Good,5,1
Spr,5,0
I just love it,5,0
I'm not able to update my Google Chrome,4,2
This app.is ok,5,0
Now its not possible to stay a single day without Google,5,0
Not able to update the app,2,2
Good,5,1
Great app,5,0
Criminal enterprise run by communist,1,0
Fmmmmmmmmmmmmmmmmmmmmmmmmmmmmgg mmfñh,3,0
Vvi app,5,0
"I don't have mobile good enough to use it, means it is not running in my mobile properly so I've given 1star",1,1
Addisriport,3,0
It is a great app 👍👍😊👍😊,5,0
Takes forever to download or update,1,2
Good,5,1
Best,5,0
Not taking update,1,2
I can't dowload a video it restart again when it's half full,1,0
Censoring people and companies because you do not agree with them politically is wrong!,1,0
Superb❤,5,0
Bakwas net,5,0
Very good,5,1
I really dont understand what this app is for. But never had any trouble with it.,5,0
Not really secure.,1,0
whaaa,5,0
The app won't update,1,2
Not updated,1,2
reat.,5,0
This is not best browser,2,0
Cant update please fixvit,1,2
Update available but not possible to update. In my mi note 8 pro.,1,2
Nice,5,0
Use,5,0
Very good,5,1
Exellent👁😊#7,5,0
Nice creations of google,5,0
Good,4,1
Pathetic,1,0
Super 😘,5,0
App refuse to update. Shuts down when in use,1,2
Great,5,0
nice,3,0
Good,5,1
😇😇😇😇😇,5,0
😍😍😍,5,0
Goog and cute,5,0
It's what is expected .,1,0
Ok. Not bad,4,0
I always used Google with hey Google voice on my Homepage and it doesn't come up anymore. My screen won't move up and down,4,0
Update on my new phone has been installing now for 2 hours and more....,1,2
It’s awesome but can't update,5,2
Good,5,1
Can't update my app,1,2
An efficient and awesome browser,5,0
God of technology.,5,0
Nice app,3,0
This update adds more tracking code from the looks of it. Oh and also limiting software that limits what your able to see on the internet.,1,2
It is a very good app for your business,5,1
Average,5,0
Good,5,1
I haven't had time to use,4,0
Terrible search engine. Tracks all your movement and searches. Do not use,1,0
Simply superb,4,0
Is k bager google adhura ha,5,0
சூப்பர்,5,0
Good,5,1
Good,1,1
Nice application,5,0
Very good,5,1
Good app,5,1
Cc,3,0
Unable to update.,1,2
I love chrome browser,5,0
Good,5,1
Dankeschön,5,0
Fast search engine that doesn't consume too much data.,4,0
I am struggling to get in touch with my Vodafone account,5,0
Excellent app,4,0
Download failed,1,0
very very god,5,0
This app is very very slow.,1,0
I cannot able to update,2,2
Update problem...,3,2
General work,5,0
Google,5,0
My google Chrome have not updateing in my mobile so what's the problem why it's not update in my mobile... ..,5,2
Wadar ful,5,0
Very informative,5,0
Tu hi hai na ki korbo bujte parsi na to kora jabe na,5,0
"Used to work well, but recently maybe from a month, it never shows me any result after the search, it just shows the loading thing, whenever I type something into the search bar and press enter, the blue bar thing doesnt finish fully, it doesn't show me any result on this app. Just loading. It tells me that the app had stopped working later. Very very disappointed in this app and the google app",1,2
open xxxxxvbos,1,0
Very nice app,4,0
I have an issue with that app it's automatically tabs opening in my device when I use internet 😦 Please fix this problem soon chrome,2,0
How to update,1,2
Nice app,5,0
Thanks to lookout by mobile and Google it's now safe,5,0
Fix Google sky PLEASE,5,0
Always depended on Google chrome for everything and loved using it and only used it and since I've gotten this new phone it will not update and it only works half the time if anybody has any ideas that could help please let me know,2,2
"Fist pumps, push up, chapstick 🦅🗽🔫",5,0
very very good app,2,1
Good,5,1
It's downloading speed is very low need fix it Neither it's good I have a fastest network but it's not work fast,1,1
Update problem,1,2
It won't let me update this app,1,2
Great Service for all always help you !,5,0
Cannot use an app created by a censor platform,1,0
Awesome app,5,0
Excellent service,5,0
🙏🙏🙏👍👍👍👍👍👍,5,0
"Used to be a good but it won't update now so it doesn't work properly because it will not update! Even though everytime I open the app it tells me to update but when I click on update it says ""pending"" then stops....?",1,2
It was awesome before but now it usually gets bug.,4,0
Good and simpler to use it,5,1
Love it ❤,5,0
Cant update it,1,2
Apps is very useful,5,0
Nice,5,0
Nice,5,0
Damn thing will not update. Don't tell me to contact the developer because you get rerouted to a community help board. COME ON GOOGLE ! FIX THIS!!,1,2
Communist and slow app STOP THE STEAL,1,0
This app is wonderful it includes anything you wish to find and finds it quickly!,5,0
Why can't I update my Google Chrome?,2,2
Best app ever,1,0
I m enable to update my chrome and android system web view.. Last 3 times.,1,2
This app is not updating,2,2
Add more games thnk u,5,0
Super,5,0
Chorme not update,1,2
Good,5,1
"Android System Webview prevents Google chrome from updating. Do something. It first occurred on 10/5 2020, and 1-12-21 today.",1,2
Good,5,1
Nice one,5,0
"with the last update is smt wrong, can't update to the newest version, it's just not working. w t f",3,2
I am unable to complete an update. I have tried quite a few times but no luck. I don't know why or what to do,1,2
Good,5,1
Good,3,1
Sucks,5,0
Mang.....,5,0
মা ছেলে চুদাচুদি,1,0
Good,5,1
Nice,5,0
Good,5,1
Good,5,1
H Y D F G .. .n Hhh Mnjoor Mbg,1,0
The best and fast. Reinstalling after last update,5,2
Value saching,1,0
⁦🕯️⁩⁦🕯️⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🇧🇩⁩⁦🕯️⁩⚽🏐🎊⁦🅱️⁩⁦🅱️⁩🌀🌀⁦🇧🇩⁩🦸⁦🦸‍♀️⁩🎉🥎🎱🔠@qwetziiop@155666 L🥎,5,0
minkha,5,0
Bad,4,0
Faster app...,5,0
Ll,5,0
Vari good,5,1
Good,5,1
"Same issue happening in 06-Jan update: The last update has been horrible. Any time I open Google chrome and am browsing, it auto adjusts my display to a horrible yellow tinge/ very warm tone. It only goes once I close and terminate the chrome process thread and lock/ unlock the screen. This is a highly unusual bug, guys. Why would my browser be allowed to change my display settings when I haven't set anything of the sort in the chrome settings.",1,2
"One of the best, if not the best",4,0
Unable to update,1,2
Mst. Aao,5,0
Good,4,1
Never updates,1,2
Good,5,1
Works great,5,0
No comment,4,0
Good,5,1
Not update,1,2
Googel,5,0
Very nice update,5,2
Great app,5,0
Good,5,1
Ghatiya app h,1,0
Update issue,5,2
Good It notes updating,5,1
I can't even update the chrome...? What the heck!,1,2
Apps 👎👎💯,1,0
Slow,1,0
Nn,5,0
Nice,5,0
Excellent,5,0
Updating chrome is problematic,2,2
Boring app,5,0
Bablu,5,0
Nic,5,0
Good,5,1
Super,5,0
I like this Bowser but now my phone oppo A52 updated on android 11 google app not working well on it plz check and resolve this issue,4,2
Someone is going to my app and distorting me.,5,0
Good,5,1
Good Best,5,1
Very slow,1,0
Works fine but way to many ads pop up,2,0
Osm,5,0
Cool,5,0
Good app,5,1
It good,3,1
Chrome can you give me some money please i am so poor Thank you,5,0
Good,5,1
Nice,5,0
Bad,2,0
"Good, that is all",5,1
"If I could give them minus 5 stars, I would. 👁️",1,0
Why can't I update? It keeps telling me to update but the updates just won't update... Please fix. This has been an issue since December 2020!!!,1,2
good,5,1
Un able to update on phone,1,2
Mm,4,0
I can not update latest version of Google Chrome.,1,2
Cannot update,1,2
Nic,4,0
perfect,5,0
Good search engine,5,1
Good,5,1
Good,5,1
Good app,5,1
I can't update chrome app.it does not work,2,2
It was working fine but now it wont let me update and the home button were you go back to the start page is gone,2,2
Gd,4,0
Mr.Mustaq Alam,5,0
does not load page at all even with good internet connection,4,1
سلام ، واقعآ جای تقدیر و تشکر دارد و با قدرت می توان گفت ( خورشید از زیر ابرها سر برون ارد ),5,0
Esmaeel,5,0
ok,5,0
I love this app,5,0
Google has tracked my every move on line and offline sending me ads for text I have sent to friends like I need a oil change bro then boom when I get online I got advertisements trying to sell me oil changes. I have told friend in chat about a certain boot I wanna get boom the brand and the exact model is on my page. They have censored my search history to what I wanna look for they shift me going another way scary site stay away no good,1,1
ranjinideviy,5,0
Tamil,3,0
Good,5,1
Good browsers,4,1
